id,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
SCN00386,"Anhui Jingxian Longxin Iron and Steel Co., Ltd.",安徽省泾县隆鑫钢铁有限公司,"Anhui Jingxian Longxin Iron and Steel Co., Ltd.[100%]","Anhui Jingxian Longxin Iron and Steel Co., Ltd.",N/A,Anhui,China,Asia Pacific,operating,500,N/A,electric,EAF,"https://www.gem.wiki/Anhui_Jingxian_Longxin_Iron_and_Steel_Co.,_Ltd._plant",30.709058,118.436638
SCN00386-1,"Anhui Jingxian Longxin Iron and Steel Co., Ltd. EAF expansion",安徽省泾县隆鑫钢铁有限公司,"Anhui Jingxian Longxin Iron and Steel Co., Ltd.[100%]","Anhui Jingxian Longxin Iron and Steel Co., Ltd.",N/A,Anhui,China,Asia Pacific,announced,500,N/A,electric,EAF,"https://www.gem.wiki/Anhui_Jingxian_Longxin_Iron_and_Steel_Co.,_Ltd._plant",30.709058,118.436638
SCN00371,"Anhui Langxi Hongtai Iron and Steel Co., Ltd.",安徽省郎溪县鸿泰钢铁有限公司,"Anhui Langxi Hongtai Iron and Steel Co., Ltd. [100%]","Anhui Langxi Hongtai Iron and Steel Co., Ltd.",N/A,Anhui,China,Asia Pacific,retired,1100,N/A,electric,EAF,"https://www.gem.wiki/Anhui_Langxi_Hongtai_Iron_and_Steel_Co.,_Ltd._plant",31.246635,119.120443
SCN00371-1,"Anhui Langxi Hongtai Iron and Steel Co., Ltd. EAF expansion",安徽省郎溪县鸿泰钢铁有限公司,"Anhui Langxi Hongtai Iron and Steel Co., Ltd. [100%]","Anhui Langxi Hongtai Iron and Steel Co., Ltd.",N/A,Anhui,China,Asia Pacific,operating,1000,N/A,electric,EAF,"https://www.gem.wiki/Anhui_Langxi_Hongtai_Iron_and_Steel_Co.,_Ltd._plant",31.246635,119.120443
SCN00281,"Anhui Shoukuang Dachang Metal Material Co., Ltd.（phase 1)",安徽首矿大昌金属材料有限公司,"CSCEC Rongdong Investment Holding Co., Ltd. [89%]; Other [11%]","Anhui Shoukuang Dachang Metal Material Co., Ltd.",N/A,Anhui,China,Asia Pacific,operating,3000,2942.24,integrated_BF,"BF, BOF","https://www.gem.wiki/Anhui_Shoukuang_Dachang_Metal_Material_Co.,_Ltd._plant",32.329171,115.954963
SCN00393,"Chizhou Guichi Guihang Metal Products Co., Ltd.",池州市贵池区贵航金属制品有限公司,"Chizhou Guichi Guihang Metal Products Co., Ltd. [100%]","Chizhou Guichi Guihang Metal Products Co., Ltd.",N/A,Anhui,China,Asia Pacific,operating,1000,N/A,electric,EAF,"https://www.gem.wiki/Chizhou_Guichi_Guihang_Metal_Products_Co.,_Ltd.",30.532786,117.25166
SCN00394,"Huainan Hongtai Iron and Steel Co., Ltd.",淮南市宏泰钢铁有限责任公司,Huainan Hongtai Steel Limited Liability Company [100%],Huainan Hongtai Steel Limited Liability Company,N/A,Anhui,China,Asia Pacific,operating,500,N/A,electric,EAF,https://www.gem.wiki/Huainan_Hongtai_Steel_Limited_Liability_Company,32.619248,116.905869
SCN00002,"Ma'anshan Iron & Steel Co., Ltd.",马鞍山钢铁股份有限公司(本部）,Ma'anshan Iron & Steel Co Ltd [100%],Ma'anshan Iron & Steel Co Ltd,partial,Anhui,China,Asia Pacific,operating,17600,14500,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Ma%27anshan_Iron_%26_Steel_Co.,_Ltd._plant",31.698884,118.468194
SCN00002-1,"Ma'anshan Iron & Steel Co., Ltd. BOF expansion",马鞍山钢铁股份有限公司(本部一期）,Ma'anshan Iron & Steel Co Ltd [100%],Ma'anshan Iron & Steel Co Ltd,partial,Anhui,China,Asia Pacific,construction,1600,N/A,oxygen,BOF,"https://www.gem.wiki/Ma%27anshan_Iron_%26_Steel_Co.,_Ltd._plant",31.698884,118.468194
SCN00002-2,"Ma'anshan Iron & Steel Co., Ltd. BOF expansion",马鞍山钢铁股份有限公司(本部二期）,Ma'anshan Iron & Steel Co Ltd [100%],Ma'anshan Iron & Steel Co Ltd,partial,Anhui,China,Asia Pacific,announced,1600,N/A,oxygen,BOF,"https://www.gem.wiki/Ma%27anshan_Iron_%26_Steel_Co.,_Ltd._plant",31.698884,118.468194
SCN00005,"Tongling Fuxin Iron and Steel Co., Ltd.",铜陵市富鑫钢铁有限公司,Tongling Fuxin Iron & Steel Co Ltd [100%],Tongling Fuxin Iron & Steel Co Ltd,N/A,Anhui,China,Asia Pacific,operating,1260,1200,integrated_BF,"BF, BOF","https://www.gem.wiki/Tongling_Fuxin_Iron_and_Steel_Co.,_Ltd._plant",30.907561,117.772866
SCN00324,"Tongling Xuanli Special Steel Co., Ltd.",铜陵市旋力特殊钢有限公司,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [98%]; Other [2%],"Tongling Xuanli Special Steel Co., Ltd.",N/A,Anhui,China,Asia Pacific,operating,1000,1013,integrated_BF,"BF, BOF","https://www.gem.wiki/Tongling_Xuanli_Special_Steel_Co.,_Ltd._plant",31.062807,117.956015
SCN00006,"Wuhu Fuxin Iron and Steel Co., Ltd.",芜湖市富鑫钢铁有限公司,Wuhu Fuxin Iron & Steel Co Ltd [100%],Wuhu Fuxin Iron & Steel Co Ltd,N/A,Anhui,China,Asia Pacific,operating,2000,938.84,integrated_BF,"BF, BOF","https://www.gem.wiki/Wuhu_Fuxin_Iron_and_Steel_Co.,_Ltd._plant",31.194505,118.067833
SCN00001,"Wuhu Xinxing Ductile Iron Pipes Co., Ltd.",芜湖新兴铸管有限责任公司,Xinxing Ductile Iron Pipes Co Ltd [100%],Wuhu Xinxing Ductile Iron Pipes Co Ltd,partial,Anhui,China,Asia Pacific,operating,1500,1980,integrated_BF,"BF, BOF","https://www.gem.wiki/Wuhu_Xinxing_Ductile_Iron_Pipes_Co.,_Ltd._steel_plant",31.229893,118.150867
SCN00007,"Chongqing Iron & Steel Co., Ltd.",重庆钢铁股份有限公司,Chongqing Iron & Steel Co Ltd [100%],Chongqing Iron & Steel Co Ltd,partial,Chongqing,China,Asia Pacific,operating,8400,7916.5,integrated_BF,"BF, BOF","https://www.gem.wiki/Chongqing_Iron_%26_Steel_Co.,_Ltd._plant",29.790253,107.040368
SCN00378,"Chongqing Yonghang Steel Group Co., Ltd.",重庆永航钢铁集团有限公司,"Chongqing Yonghang Steel Group Co., Ltd. [100%]","Chongqing Yonghang Steel Group Co., Ltd.",N/A,Chongqing,China,Asia Pacific,operating,700,N/A,electric,EAF,"https://www.gem.wiki/Chongqing_Yonghang_Steel_Group_Co.,_Ltd._plant",29.836163,106.988138
SCN00285,"Chongqing Zuhang Iron & Steel Co., Ltd",重庆足航钢铁有限公司,"Chongqing Zuhang Iron & Steel Co., Ltd [100%]","Chongqing Zuhang Iron & Steel Co., Ltd",N/A,Chongqing,China,Asia Pacific,operating,1010,unknown,electric,EAF,"https://www.gem.wiki/Chongqing_Zuhang_Iron_%26_Steel_Co.,_Ltd._plant",29.440056,105.741929
SCN00285-1,"Chongqing Zuhang Iron & Steel Co., Ltd EAF expansion",重庆足航钢铁有限公司,"Chongqing Zuhang Iron & Steel Co., Ltd [100%]","Chongqing Zuhang Iron & Steel Co., Ltd",partial,Chongqing,China,Asia Pacific,announced,1010,unknown,electric,EAF,"https://www.gem.wiki/Chongqing_Zuhang_Iron_%26_Steel_Co.,_Ltd._plant",29.440056,105.741929
SCN00008,"Sichuan Desheng Group Vanadium and Titanium Co., Ltd.",四川德胜集团钒钛有限公司,Haojun Development Group Co Ltd [49%]; Other [51%],Sichuan Desheng Group Vanadium Titanium Co Ltd,N/A,Chongqing,China,Asia Pacific,operating,1300,2200,integrated_BF,"BF, BOF","https://www.gem.wiki/Sichuan_Desheng_Group_Vanadium_and_Titanium_Co.,_Ltd._plant",29.39798,103.542532
SCN00008-1,"Sichuan Desheng Group Vanadium and Titanium Co., Ltd. BF expansion",四川德胜集团钒钛有限公司1250m3高炉,Haojun Development Group Co Ltd [49%]; Other [51%],Sichuan Desheng Group Vanadium Titanium Co Ltd,N/A,Chongqing,China,Asia Pacific,construction,N/A,1100,ironmaking_BF,BF,"https://www.gem.wiki/Sichuan_Desheng_Group_Vanadium_and_Titanium_Co.,_Ltd._plant",29.39798,103.542532
SCN00304,"Baosteel Desheng Stainless Steel Co., Ltd.",宝钢德盛不锈钢有限公司,"China Baowu Iron and Steel Group Co., Ltd. [70%]; Fujian Wu Steel Group Co., Ltd. [30%]","Baosteel Desheng Stainless Steel Co., Ltd.",partial,Fujian,China,Asia Pacific,operating,3410,2520,integrated_BF,"BF, BOF","https://www.gem.wiki/Baosteel_Desheng_Stainless_Steel_Co.,_Ltd._plant",26.48747,119.654461
SCN00304-1,"Baosteel Desheng Stainless Steel Co., Ltd. BF and BOF expansion",宝钢德盛不锈钢有限公司,"China Baowu Iron and Steel Group Co., Ltd. [70%]; Fujian Wu Steel Group Co., Ltd. [30%]","Baosteel Desheng Stainless Steel Co., Ltd.",partial,Fujian,China,Asia Pacific,construction,3220,2241,integrated_BF,"BF, BOF","https://www.gem.wiki/Baosteel_Desheng_Stainless_Steel_Co.,_Ltd._plant",26.48747,119.654461
SCN00313,"Fujian Dadonghai Industrial Group Co., Ltd.",福建大东海实业集团有限公司,"Fujian Dadonghai Industrial Group Co., Ltd. [100%]","Fujian Dadonghai Industrial Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,operating,2200,1750,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Dadonghai_Industrial_Group_Co.,_Ltd._plant",25.737777,119.592239
SCN00313-1,"Fujian Dadonghai Industrial Group Co., Ltd. BF and BOF expansion",福建大东海实业集团有限公司,"Fujian Dadonghai Industrial Group Co., Ltd. [100%]","Fujian Dadonghai Industrial Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,construction,2300,1750,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Dadonghai_Industrial_Group_Co.,_Ltd._plant",25.737777,119.592239
SCN00313-2,"Fujian Dadonghai Industrial Group Co., Ltd. BF and BOF expansion",福建大东海实业集团有限公司高端精品钢铁项目,"Fujian Dadonghai Industrial Group Co., Ltd. [100%]","Fujian Dadonghai Industrial Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,construction,1495,3480,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Dadonghai_Industrial_Group_Co.,_Ltd._plant",25.737777,119.592239
SCN00313-3,"Fujian Dadonghai Industrial Group Co., Ltd. BOF expansion",福建大东海实业集团有限公司高端精品钢铁项目,"Fujian Dadonghai Industrial Group Co., Ltd. [100%]","Fujian Dadonghai Industrial Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,announced,1433,unknown,oxygen,BOF,"https://www.gem.wiki/Fujian_Dadonghai_Industrial_Group_Co.,_Ltd._plant",25.737777,119.592239
SCN00282,"Fujian Dingsheng Iron and Steel Co., Ltd",福建鼎盛钢铁有限公司,"Fujian Dingsheng Iron and Steel Co., Ltd [100%]","Fujian Dingsheng Iron and Steel Co., Ltd",N/A,Fujian,China,Asia Pacific,operating,1725,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Dingsheng_Iron_and_Steel_Co.,_Ltd._plant",27.224477,120.328828
SCN00282-1,"Fujian Dingsheng Iron and Steel Co., Ltd BF expansion",福建鼎盛钢铁有限公司,"Fujian Dingsheng Iron and Steel Co., Ltd [100%]","Fujian Dingsheng Iron and Steel Co., Ltd",N/A,Fujian,China,Asia Pacific,announced,N/A,1460,ironmaking_BF,BF,"https://www.gem.wiki/Fujian_Dingsheng_Iron_and_Steel_Co.,_Ltd._plant",27.224477,120.328828
SCN00016,"Fujian Dingxin Industrial Co., Ltd.",福建鼎信实业有限公司,"Shanghai Decent Investment (Group) Co Ltd [43.1%]; Zhejiang Qingshan Business Management Co., Ltd. [10%]; DELIXI Group Limited Company [7.8%]; Other [39.2%]","Fujian Dingxin Industrial Co., Ltd.",N/A,Fujian,China,Asia Pacific,operating,600,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Dingxin_Industrial_Co.,_Ltd._steel_plant",26.7695,119.738519
SCN00385,"Fujian Fuhua New Materials Group Co., Ltd.",福建福华新材料集团有限公司,"Fujian Fuhua New Materials Group Co., Ltd.[100%]","Fujian Fuhua New Materials Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,operating,500,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Fuhua_New_Materials_Group_Co.,_Ltd._plant",26.961516,119.654272
SCN00385-1,"Fujian Fuhua New Materials Group Co., Ltd. EAF expansion",福建福华新材料集团有限公司,"Fujian Fuhua New Materials Group Co., Ltd.[100%]","Fujian Fuhua New Materials Group Co., Ltd.",N/A,Fujian,China,Asia Pacific,announced,825,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Fuhua_New_Materials_Group_Co.,_Ltd._plant",26.961516,119.654272
SCN00017,"Fujian Fuxin Special Steel Co., Ltd.",福建福欣特殊钢有限公司,Tianlong Investment Co Ltd [58.3%]; Huayang Group (Hong Kong) Co Ltd [41.6%]; Other [0%],Fujian Fuxin Special Steel Co Ltd,N/A,Fujian,China,Asia Pacific,operating,720,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Fuxin_Special_Steel_Co.,_Ltd._plant",24.472439,117.94885
SCN00382,"Fujian Longgang New Materials Co., Ltd.",福建龙钢新型材料有限公司,"Fujian Longgang New Materials Co., Ltd. [100%]","Fujian Longgang New Materials Co., Ltd.",N/A,Fujian,China,Asia Pacific,construction,1210,1203,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Longgang_New_Materials_Co.,_Ltd._plant",25.357408,117.362096
SCN00013,"Fujian Luoyuan Minguang Iron and Steel Co., Ltd.",福建罗源闽光钢铁有限责任公司,Sansteel Minguang Co Ltd Fujian [100%],Fujian Luoyuan Minguang Steel Co Ltd,partial,Fujian,China,Asia Pacific,operating,1800,unknown,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co.,_Ltd._plant",26.483815,119.67105
SCN00013-3,"Fujian Luoyuan Minguang Iron and Steel Co., Ltd. BF (1250m3) expansion",福建罗源闽光钢铁有限责任公司产能置换一期,Sansteel Minguang Co Ltd Fujian [100%],Fujian Luoyuan Minguang Steel Co Ltd,partial,Fujian,China,Asia Pacific,operating,N/A,1150,ironmaking_BF,BF,"https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co.,_Ltd._plant",26.483815,119.67105
SCN00013-2,"Fujian Luoyuan Minguang Iron and Steel Co., Ltd. BF (1280m3) expansion",福建罗源闽光钢铁有限责任公司产能置换一期,Sansteel Minguang Co Ltd Fujian [100%],Fujian Luoyuan Minguang Steel Co Ltd,partial,Fujian,China,Asia Pacific,operating,N/A,1180,ironmaking_BF,BF,"https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co.,_Ltd._plant",26.483815,119.67105
SCN00013-1,"Fujian Luoyuan Minguang Iron and Steel Co., Ltd. BOF (110t) expansion",福建罗源闽光钢铁有限责任公司,Sansteel Minguang Co Ltd Fujian [100%],Fujian Luoyuan Minguang Steel Co Ltd,partial,Fujian,China,Asia Pacific,announced,1250,N/A,oxygen,BOF,"https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co.,_Ltd._plant",26.483815,119.67105
SCN00013-4,"Fujian Luoyuan Minguang Iron and Steel Co., Ltd. BOF (120t) expansion",福建罗源闽光钢铁有限责任公司产能置换一期,Sansteel Minguang Co Ltd Fujian [100%],Fujian Luoyuan Minguang Steel Co Ltd,partial,Fujian,China,Asia Pacific,construction,1400,N/A,oxygen,BOF,"https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co.,_Ltd._plant",26.483815,119.67105
SCN00361,"Fujian Qingtuo New Material Co., Ltd.",福建青拓新材料有限公司,Shanghai Decent Investment (Group) Co Ltd [43.4%]; Other [56.6%],"Fujian Qingtuo New Material Co., Ltd.",N/A,Fujian,China,Asia Pacific,construction,958,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Qingtuo_New_Material_Co.,_Ltd._plant",26.779301,119.767935
SCN00010,"Fujian Quanzhou Minguang Iron and Steel Co., Ltd.",福建泉州闽光钢铁有限责任公司,"Sansteel Minguang Co.,ltd.,fujian [100%]",Fujian Quanzhou Minguang Iron and Steel Co Ltd,partial,Fujian,China,Asia Pacific,operating,2550,1560.9,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Quanzhou_Minguang_Iron_and_Steel_Co.,_Ltd._plant",25.244396,118.029905
SCN00010-1,"Fujian Quanzhou Minguang Iron and Steel Co., Ltd. BOF expansion",福建泉州闽光钢铁有限责任公司2座100吨转炉,"Sansteel Minguang Co.,ltd.,fujian [100%]",Fujian Quanzhou Minguang Iron and Steel Co Ltd,partial,Fujian,China,Asia Pacific,announced,2300,N/A,oxygen,BOF,"https://www.gem.wiki/Fujian_Quanzhou_Minguang_Iron_and_Steel_Co.,_Ltd._plant",25.244396,118.029905
SCN00011,"Fujian Sanbao Steel Co., Ltd.",福建三宝钢铁有限公司,Sanbao Group Co Ltd [100%],"Fujian Sanbao Steel Co., Ltd.",N/A,Fujian,China,Asia Pacific,operating,4620,2660,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Fujian_Sanbao_Iron_and_Steel_Co.,_Ltd._plant",24.635769,117.603677
SCN00011-1,"Fujian Sanbao Steel Co., Ltd. EAF expansion",福建三宝钢铁有限公司(EFA),Sanbao Group Co Ltd [100%],"Fujian Sanbao Steel Co., Ltd.",N/A,Fujian,China,Asia Pacific,operating,788,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Sanbao_Iron_and_Steel_Co.,_Ltd._plant",24.635769,117.603677
SCN00011-2,"Fujian Sanbao Steel Co., Ltd. EAF expansion",福建三宝钢铁有限公司(EFA),Sanbao Group Co Ltd [100%],"Fujian Sanbao Steel Co., Ltd.",N/A,Fujian,China,Asia Pacific,announced,788,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Sanbao_Iron_and_Steel_Co.,_Ltd._plant",24.635769,117.603677
SCN00015,"Fujian Tsingtuo Nickel Industry Co., Ltd.",福建青拓镍业有限公司,Shanghai Decent Investment (Group) Co Ltd [34.7%]; Other [65.3%],Fujian Tsingtuo Nickel Industry Co Ltd,N/A,Fujian,China,Asia Pacific,operating,3000,1080,integrated_BF,"BF, EAF","https://www.gem.wiki/Fujian_Tsingtuo_Nickel_Industry_Co.,_Ltd._plant",26.768925,119.765203
SCN00014,"Fujian Wuhang Stainless Steel Products Co., Ltd.",福建吴航不锈钢制品有限公司,Fujian Kaihang Stainless Steel Products Co Ltd [75%]; Tianwei Co Ltd [25%],Fujian WuHang Stainless Steel Products Co Ltd,N/A,Fujian,China,Asia Pacific,operating,800,N/A,electric,EAF,"https://www.gem.wiki/Fujian_Wuhang_Stainless_Steel_Products_Co.,_Ltd._plant",25.95923,119.452018
SCN00012,"Fujian Yixin Steel Co., Ltd.",福建亿鑫钢铁有限公司,"Thailand Huihua Industrial Co., Ltd. [20.7%]; Fujian Sansteel Xiaojiao Industrial Development Co., Ltd. [17.7%]; Other [61.6%]",Fujian Yixin Steel Co Ltd,N/A,Fujian,China,Asia Pacific,operating,1150,1130,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Yixin_Steel_Co.,_Ltd._plant",26.491308,119.63624
SCN00012-1,"Fujian Yixin Steel Co., Ltd. BF and BOF expansion",福建亿鑫钢铁有限公司,"Thailand Huihua Industrial Co., Ltd. [20.7%]; Fujian Sansteel Xiaojiao Industrial Development Co., Ltd. [17.7%]; Other [61.6%]",Fujian Yixin Steel Co Ltd,N/A,Fujian,China,Asia Pacific,announced,1150,1130,integrated_BF,"BF, BOF","https://www.gem.wiki/Fujian_Yixin_Steel_Co.,_Ltd._plant",26.491308,119.63624
SCN00326,"Fuzhou Wuhang Steel Products Co., Ltd.",福州吴航钢铁制品有限公司,Fujian Wugang Group Co Ltd [33.9%]; Other [66.2%],Fuzhou Wuhang Steel Products Co Ltd,N/A,Fujian,China,Asia Pacific,operating,2000,N/A,electric,EAF,"https://www.gem.wiki/Fuzhou_Wuhang_Steel_Products_Co.,_Ltd._plant",25.995101,119.495725
SCN00009,"Sansteel Minguang Co., Ltd. Fujian",福建三钢闽光股份有限公司,Sansteel Minguang Co Ltd Fujian [100%],Sansteel Minguang Co Ltd Fujian,partial,Fujian,China,Asia Pacific,operating,6800,5100,integrated_BF,"BF, BOF","https://www.gem.wiki/Sansteel_Minguang_Co.,_Ltd._Fujian_plant",26.261109,117.614709
SCN00009-1,"Sansteel Minguang Co., Ltd. Fujian BF expansion",福建三钢闽光股份有限公司(1950m3高炉),Sansteel Minguang Co Ltd Fujian [100%],Sansteel Minguang Co Ltd Fujian,partial,Fujian,China,Asia Pacific,construction,N/A,1659,ironmaking_BF,BF,"https://www.gem.wiki/Sansteel_Minguang_Co.,_Ltd._Fujian_plant",26.261109,117.614709
SCN00009-2,"Sansteel Minguang Co., Ltd. Fujian BF expansion",福建三钢闽光股份有限公司(1950m3高炉),Sansteel Minguang Co Ltd Fujian [100%],Sansteel Minguang Co Ltd Fujian,partial,Fujian,China,Asia Pacific,construction,N/A,1659,ironmaking_BF,BF,"https://www.gem.wiki/Sansteel_Minguang_Co.,_Ltd._Fujian_plant",26.261109,117.614709
SCN00018,"Gansu Jiu Steel Group Hongxing Iron and Steel Co., Ltd.",甘肃酒钢集团宏兴钢铁股份有限公司,JiuQuan Iron and Steel Group Co Ltd [54.8%]; Other [45.2%],Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,partial,Gansu,China,Asia Pacific,operating,6500,6000,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Gansu_Jiu_Steel_Group_Hongxing_Iron_and_Steel_Co.,_Ltd._plant",39.812121,98.295555
SCN00018-1,"Gansu Jiu Steel Group Hongxing Iron and Steel Co., Ltd. BF expansion",甘肃酒钢集团宏兴钢铁股份有限公司(BF 2070m3),JiuQuan Iron and Steel Group Co Ltd [54.8%]; Other [45.2%],Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,partial,Gansu,China,Asia Pacific,announced,N/A,1760,ironmaking_BF,BF,"https://www.gem.wiki/Gansu_Jiu_Steel_Group_Hongxing_Iron_and_Steel_Co.,_Ltd._plant",39.812121,98.295555
SCN00019,"Jiugang Group Yuzhong Iron & Steel Co., Ltd.",酒钢集团榆中钢铁有限责任公司,JiuQuan Iron and Steel Group Co Ltd [54.8%]; Other [45.2%],Jiugang Group Yuzhong Iron & Steel Co Ltd,partial,Gansu,China,Asia Pacific,operating,4000,3600,integrated_BF,"BF, BOF","https://www.gem.wiki/Jiugang_Group_Yuzhong_Iron_%26_Steel_Co.,_Ltd._plant",36.033646,104.035535
